"Match_ID","Season","City","Team1","Team2","Toss_Winner","Toss_Decision","Runs_Team1","Runs_Team2","Winner","Player_of_Match","Venue"
515,2017,"Jaipur","KKR","RCB","Chennai Super Kings","Field",168,121,"KKR","KL Rahul","Feroz Shah Kotla"
516,2024,"Hyderabad","Sunrisers Hyderabad","KKR","Punjab Kings","Bat",206,212,"KKR","Rohit Sharma","Rajiv Gandhi Stadium"
517,2021,"Delhi","KKR","Rajasthan Royals","KKR","Field",191,148,"KKR","Virat Kohli","Chepauk Stadium"
518,2020,"Mohali","Delhi Capitals","Chennai Super Kings","Sunrisers Hyderabad","Field",192,165,"Delhi Capitals","AB de Villiers","Chinnaswamy Stadium"
519,2019,"Chennai","Chennai Super Kings","Punjab Kings","RCB","Field",174,152,"Chennai Super Kings","Andre Russell","Chepauk Stadium"
520,2019,"Mohali","Chennai Super Kings","KKR","KKR","Field",202,164,"Chennai Super Kings","Hardik Pandya","Chepauk Stadium"
521,2021,"Kolkata","Sunrisers Hyderabad","Mumbai Indians","Punjab Kings","Field",178,122,"Sunrisers Hyderabad","David Warner","Eden Gardens"
522,2016,"Mumbai","KKR","Rajasthan Royals","Rajasthan Royals","Bat",190,135,"KKR","MS Dhoni","Eden Gardens"
523,2024,"Hyderabad","Rajasthan Royals","Delhi Capitals","Sunrisers Hyderabad","Bat",172,192,"Delhi Capitals","David Warner","Wankhede Stadium"
524,2015,"Mumbai","Chennai Super Kings","KKR","Rajasthan Royals","Bat",140,212,"KKR","MS Dhoni","Chepauk Stadium"
525,2022,"Mohali","Mumbai Indians","RCB","Chennai Super Kings","Bat",139,183,"RCB","Rohit Sharma","Rajiv Gandhi Stadium"
526,2023,"Chennai","KKR","Delhi Capitals","Sunrisers Hyderabad","Field",139,202,"Delhi Capitals","Hardik Pandya","Rajiv Gandhi Stadium"
527,2015,"Hyderabad","RCB","Sunrisers Hyderabad","Sunrisers Hyderabad","Field",157,171,"Sunrisers Hyderabad","Hardik Pandya","Chepauk Stadium"
528,2023,"Mumbai","Mumbai Indians","RCB","RCB","Field",169,191,"RCB","AB de Villiers","Chepauk Stadium"
529,2019,"Mohali","Delhi Capitals","RCB","RCB","Bat",191,219,"RCB","David Warner","Wankhede Stadium"
530,2023,"Delhi","RCB","Chennai Super Kings","Mumbai Indians","Bat",129,215,"Chennai Super Kings","AB de Villiers","Chepauk Stadium"
531,2022,"Hyderabad","KKR","RCB","Punjab Kings","Bat",157,138,"KKR","Virat Kohli","Chepauk Stadium"
532,2021,"Jaipur","Sunrisers Hyderabad","Mumbai Indians","Mumbai Indians","Field",213,174,"Sunrisers Hyderabad","Andre Russell","Wankhede Stadium"
533,2020,"Mumbai","Chennai Super Kings","RCB","Sunrisers Hyderabad","Field",140,190,"RCB","Virat Kohli","Wankhede Stadium"
534,2015,"Mumbai","Delhi Capitals","Punjab Kings","Sunrisers Hyderabad","Field",147,214,"Punjab Kings","Rohit Sharma","Rajiv Gandhi Stadium"
535,2021,"Hyderabad","Delhi Capitals","Sunrisers Hyderabad","KKR","Bat",210,205,"Delhi Capitals","MS Dhoni","Chepauk Stadium"
536,2021,"Chennai","Chennai Super Kings","Mumbai Indians","KKR","Bat",204,152,"Chennai Super Kings","Andre Russell","Feroz Shah Kotla"
537,2017,"Bangalore","Punjab Kings","Mumbai Indians","Chennai Super Kings","Bat",127,163,"Mumbai Indians","KL Rahul","Rajiv Gandhi Stadium"
538,2021,"Mohali","Chennai Super Kings","Sunrisers Hyderabad","Chennai Super Kings","Bat",136,214,"Sunrisers Hyderabad","Rohit Sharma","Eden Gardens"
539,2024,"Kolkata","Chennai Super Kings","Rajasthan Royals","RCB","Field",209,142,"Chennai Super Kings","Andre Russell","Chinnaswamy Stadium"
540,2020,"Mumbai","Mumbai Indians","Delhi Capitals","Punjab Kings","Field",159,146,"Mumbai Indians","MS Dhoni","Chepauk Stadium"
541,2024,"Jaipur","RCB","Rajasthan Royals","Punjab Kings","Field",210,167,"RCB","Hardik Pandya","Chinnaswamy Stadium"
542,2016,"Bangalore","Rajasthan Royals","RCB","Punjab Kings","Field",195,138,"Rajasthan Royals","Andre Russell","Chinnaswamy Stadium"
543,2021,"Jaipur","Punjab Kings","Chennai Super Kings","Delhi Capitals","Bat",175,159,"Punjab Kings","AB de Villiers","Rajiv Gandhi Stadium"
544,2017,"Kolkata","Sunrisers Hyderabad","Rajasthan Royals","Rajasthan Royals","Bat",135,195,"Rajasthan Royals","Virat Kohli","Rajiv Gandhi Stadium"
545,2021,"Hyderabad","KKR","Sunrisers Hyderabad","Chennai Super Kings","Bat",199,185,"KKR","Hardik Pandya","Chinnaswamy Stadium"
546,2021,"Hyderabad","RCB","Delhi Capitals","KKR","Field",149,130,"RCB","Rohit Sharma","Rajiv Gandhi Stadium"
547,2020,"Kolkata","RCB","Mumbai Indians","Chennai Super Kings","Field",174,128,"RCB","MS Dhoni","Rajiv Gandhi Stadium"
548,2019,"Mohali","Sunrisers Hyderabad","Delhi Capitals","RCB","Field",216,152,"Sunrisers Hyderabad","Hardik Pandya","Feroz Shah Kotla"
549,2019,"Mumbai","Sunrisers Hyderabad","RCB","Sunrisers Hyderabad","Field",165,182,"RCB","MS Dhoni","Rajiv Gandhi Stadium"
550,2023,"Bangalore","RCB","Delhi Capitals","Delhi Capitals","Field",161,156,"RCB","David Warner","Rajiv Gandhi Stadium"
551,2024,"Bangalore","Punjab Kings","Chennai Super Kings","Rajasthan Royals","Field",180,220,"Chennai Super Kings","Hardik Pandya","Chinnaswamy Stadium"
552,2015,"Kolkata","Rajasthan Royals","Mumbai Indians","KKR","Bat",166,129,"Rajasthan Royals","KL Rahul","Chinnaswamy Stadium"
553,2017,"Kolkata","KKR","Punjab Kings","RCB","Bat",143,172,"Punjab Kings","KL Rahul","Feroz Shah Kotla"
554,2020,"Hyderabad","Sunrisers Hyderabad","Sunrisers Hyderabad","Sunrisers Hyderabad","Bat",126,217,"Sunrisers Hyderabad","Virat Kohli","Feroz Shah Kotla"
555,2019,"Mohali","KKR","Delhi Capitals","RCB","Field",218,150,"KKR","Andre Russell","Wankhede Stadium"
556,2022,"Bangalore","RCB","Sunrisers Hyderabad","Punjab Kings","Field",187,189,"Sunrisers Hyderabad","Andre Russell","Eden Gardens"
557,2016,"Chennai","Punjab Kings","KKR","RCB","Bat",166,145,"Punjab Kings","Andre Russell","Feroz Shah Kotla"
558,2015,"Bangalore","Sunrisers Hyderabad","Punjab Kings","RCB","Bat",132,195,"Punjab Kings","David Warner","Chepauk Stadium"
559,2016,"Chennai","Punjab Kings","Chennai Super Kings","Rajasthan Royals","Bat",133,193,"Chennai Super Kings","Rohit Sharma","Wankhede Stadium"
560,2023,"Bangalore","KKR","Punjab Kings","Sunrisers Hyderabad","Bat",214,155,"KKR","David Warner","Eden Gardens"
561,2015,"Delhi","Rajasthan Royals","Sunrisers Hyderabad","KKR","Bat",138,143,"Sunrisers Hyderabad","David Warner","Eden Gardens"
562,2023,"Mumbai","Chennai Super Kings","RCB","KKR","Bat",184,165,"Chennai Super Kings","AB de Villiers","Eden Gardens"
563,2023,"Delhi","Sunrisers Hyderabad","RCB","Mumbai Indians","Field",150,203,"RCB","MS Dhoni","Eden Gardens"
564,2019,"Delhi","RCB","Punjab Kings","Sunrisers Hyderabad","Bat",125,197,"Punjab Kings","Hardik Pandya","Eden Gardens"
565,2023,"Jaipur","Sunrisers Hyderabad","KKR","Sunrisers Hyderabad","Field",168,216,"KKR","Hardik Pandya","Rajiv Gandhi Stadium"
566,2022,"Jaipur","Punjab Kings","Chennai Super Kings","Delhi Capitals","Field",143,206,"Chennai Super Kings","Virat Kohli","Feroz Shah Kotla"
567,2023,"Delhi","Sunrisers Hyderabad","Punjab Kings","Mumbai Indians","Field",154,188,"Punjab Kings","Rohit Sharma","Chinnaswamy Stadium"
568,2021,"Kolkata","KKR","Delhi Capitals","Rajasthan Royals","Bat",154,204,"Delhi Capitals","Andre Russell","Eden Gardens"
569,2023,"Kolkata","Chennai Super Kings","Rajasthan Royals","Chennai Super Kings","Field",182,125,"Chennai Super Kings","Andre Russell","Wankhede Stadium"
570,2015,"Mumbai","Mumbai Indians","KKR","Punjab Kings","Bat",120,206,"KKR","Andre Russell","Chinnaswamy Stadium"
571,2023,"Kolkata","Punjab Kings","RCB","Delhi Capitals","Bat",183,130,"Punjab Kings","AB de Villiers","Rajiv Gandhi Stadium"
572,2024,"Delhi","RCB","Sunrisers Hyderabad","Sunrisers Hyderabad","Field",137,143,"Sunrisers Hyderabad","KL Rahul","Chepauk Stadium"
573,2020,"Mohali","KKR","Mumbai Indians","Sunrisers Hyderabad","Field",192,169,"KKR","Rohit Sharma","Rajiv Gandhi Stadium"
574,2015,"Chennai","Mumbai Indians","Punjab Kings","Chennai Super Kings","Bat",197,145,"Mumbai Indians","Hardik Pandya","Eden Gardens"
575,2019,"Hyderabad","Mumbai Indians","RCB","KKR","Bat",198,198,"RCB","AB de Villiers","Chinnaswamy Stadium"
576,2022,"Kolkata","KKR","Punjab Kings","Punjab Kings","Bat",196,215,"Punjab Kings","Virat Kohli","Wankhede Stadium"
577,2021,"Mohali","Rajasthan Royals","Chennai Super Kings","Sunrisers Hyderabad","Bat",208,126,"Rajasthan Royals","Hardik Pandya","Chepauk Stadium"
578,2019,"Hyderabad","KKR","Mumbai Indians","RCB","Bat",214,120,"KKR","David Warner","Feroz Shah Kotla"
579,2015,"Mumbai","Punjab Kings","Punjab Kings","Chennai Super Kings","Field",200,167,"Punjab Kings","Andre Russell","Eden Gardens"
580,2024,"Jaipur","Delhi Capitals","KKR","Mumbai Indians","Field",149,167,"KKR","Virat Kohli","Feroz Shah Kotla"
581,2023,"Mumbai","Mumbai Indians","Sunrisers Hyderabad","Sunrisers Hyderabad","Field",160,213,"Sunrisers Hyderabad","David Warner","Rajiv Gandhi Stadium"
582,2018,"Kolkata","Sunrisers Hyderabad","RCB","Mumbai Indians","Field",160,177,"RCB","Andre Russell","Chepauk Stadium"
583,2020,"Mohali","Rajasthan Royals","Sunrisers Hyderabad","Chennai Super Kings","Bat",214,131,"Rajasthan Royals","Rohit Sharma","Chinnaswamy Stadium"
584,2018,"Jaipur","Rajasthan Royals","Chennai Super Kings","Rajasthan Royals","Bat",202,187,"Rajasthan Royals","Virat Kohli","Chepauk Stadium"
585,2024,"Kolkata","KKR","RCB","Sunrisers Hyderabad","Bat",163,126,"KKR","Virat Kohli","Chepauk Stadium"
586,2016,"Delhi","Rajasthan Royals","Punjab Kings","Chennai Super Kings","Field",137,175,"Punjab Kings","David Warner","Feroz Shah Kotla"
587,2022,"Delhi","Delhi Capitals","KKR","RCB","Bat",151,141,"Delhi Capitals","MS Dhoni","Wankhede Stadium"
588,2019,"Hyderabad","Punjab Kings","Chennai Super Kings","Delhi Capitals","Field",169,138,"Punjab Kings","Rohit Sharma","Chepauk Stadium"
589,2021,"Jaipur","Punjab Kings","Mumbai Indians","KKR","Bat",169,158,"Punjab Kings","Andre Russell","Wankhede Stadium"
590,2019,"Jaipur","Rajasthan Royals","Delhi Capitals","RCB","Bat",176,137,"Rajasthan Royals","David Warner","Chinnaswamy Stadium"
591,2024,"Mohali","Rajasthan Royals","Punjab Kings","Punjab Kings","Field",131,209,"Punjab Kings","MS Dhoni","Wankhede Stadium"
592,2017,"Hyderabad","Sunrisers Hyderabad","Rajasthan Royals","Mumbai Indians","Bat",130,208,"Rajasthan Royals","Hardik Pandya","Chinnaswamy Stadium"
593,2023,"Jaipur","RCB","Chennai Super Kings","Chennai Super Kings","Bat",184,193,"Chennai Super Kings","Rohit Sharma","Feroz Shah Kotla"
594,2020,"Mohali","Sunrisers Hyderabad","Delhi Capitals","Punjab Kings","Bat",159,209,"Delhi Capitals","Hardik Pandya","Chinnaswamy Stadium"
595,2017,"Bangalore","Rajasthan Royals","Rajasthan Royals","KKR","Bat",177,214,"Rajasthan Royals","Andre Russell","Feroz Shah Kotla"
596,2016,"Bangalore","Chennai Super Kings","Delhi Capitals","Rajasthan Royals","Field",201,122,"Chennai Super Kings","David Warner","Eden Gardens"
597,2020,"Delhi","Delhi Capitals","Mumbai Indians","RCB","Bat",154,136,"Delhi Capitals","KL Rahul","Chinnaswamy Stadium"
598,2015,"Bangalore","Rajasthan Royals","RCB","Rajasthan Royals","Bat",136,215,"RCB","MS Dhoni","Feroz Shah Kotla"
599,2017,"Jaipur","KKR","Delhi Capitals","KKR","Bat",183,213,"Delhi Capitals","Hardik Pandya","Rajiv Gandhi Stadium"
600,2016,"Mumbai","Sunrisers Hyderabad","KKR","Sunrisers Hyderabad","Field",158,133,"Sunrisers Hyderabad","KL Rahul","Feroz Shah Kotla"
601,2018,"Chennai","KKR","Chennai Super Kings","KKR","Bat",198,138,"KKR","Hardik Pandya","Chepauk Stadium"
602,2024,"Hyderabad","Punjab Kings","Sunrisers Hyderabad","Delhi Capitals","Field",204,164,"Punjab Kings","MS Dhoni","Chepauk Stadium"
603,2023,"Bangalore","Sunrisers Hyderabad","Rajasthan Royals","Mumbai Indians","Bat",145,175,"Rajasthan Royals","Andre Russell","Feroz Shah Kotla"
604,2021,"Hyderabad","Mumbai Indians","Sunrisers Hyderabad","RCB","Field",164,193,"Sunrisers Hyderabad","Virat Kohli","Chepauk Stadium"
605,2018,"Chennai","RCB","Punjab Kings","Delhi Capitals","Field",140,128,"RCB","Andre Russell","Feroz Shah Kotla"
606,2024,"Chennai","RCB","Rajasthan Royals","Sunrisers Hyderabad","Bat",192,142,"RCB","Rohit Sharma","Rajiv Gandhi Stadium"
607,2021,"Kolkata","RCB","KKR","RCB","Bat",144,136,"RCB","KL Rahul","Chinnaswamy Stadium"
608,2019,"Chennai","Punjab Kings","Rajasthan Royals","Punjab Kings","Bat",207,216,"Rajasthan Royals","AB de Villiers","Wankhede Stadium"
609,2023,"Mohali","Delhi Capitals","Punjab Kings","Chennai Super Kings","Bat",149,136,"Delhi Capitals","Rohit Sharma","Wankhede Stadium"
610,2022,"Mohali","Chennai Super Kings","Delhi Capitals","KKR","Field",199,180,"Chennai Super Kings","Rohit Sharma","Eden Gardens"
611,2020,"Delhi","Rajasthan Royals","RCB","Rajasthan Royals","Field",145,206,"RCB","Rohit Sharma","Wankhede Stadium"
612,2021,"Jaipur","Delhi Capitals","Punjab Kings","Punjab Kings","Field",184,187,"Punjab Kings","Hardik Pandya","Feroz Shah Kotla"
613,2024,"Bangalore","Chennai Super Kings","Delhi Capitals","RCB","Field",145,208,"Delhi Capitals","KL Rahul","Rajiv Gandhi Stadium"
614,2017,"Chennai","Mumbai Indians","Delhi Capitals","RCB","Bat",187,142,"Mumbai Indians","Rohit Sharma","Chinnaswamy Stadium"
615,2023,"Chennai","Punjab Kings","Rajasthan Royals","RCB","Bat",163,121,"Punjab Kings","Andre Russell","Chepauk Stadium"
616,2016,"Jaipur","Punjab Kings","Chennai Super Kings","Rajasthan Royals","Field",158,152,"Punjab Kings","David Warner","Wankhede Stadium"
617,2018,"Mumbai","KKR","Punjab Kings","RCB","Field",149,135,"KKR","Andre Russell","Eden Gardens"
618,2022,"Jaipur","Rajasthan Royals","KKR","Rajasthan Royals","Bat",187,173,"Rajasthan Royals","KL Rahul","Eden Gardens"
619,2022,"Delhi","Punjab Kings","Rajasthan Royals","Mumbai Indians","Bat",184,175,"Punjab Kings","Hardik Pandya","Eden Gardens"
620,2021,"Chennai","Punjab Kings","KKR","Chennai Super Kings","Field",189,216,"KKR","Virat Kohli","Feroz Shah Kotla"
621,2016,"Bangalore","Punjab Kings","Chennai Super Kings","Mumbai Indians","Field",182,204,"Chennai Super Kings","MS Dhoni","Chinnaswamy Stadium"
622,2017,"Hyderabad","Chennai Super Kings","Delhi Capitals","RCB","Field",140,207,"Delhi Capitals","Rohit Sharma","Chinnaswamy Stadium"
623,2016,"Bangalore","Chennai Super Kings","KKR","Punjab Kings","Bat",182,158,"Chennai Super Kings","David Warner","Chepauk Stadium"
624,2024,"Jaipur","Sunrisers Hyderabad","KKR","Punjab Kings","Field",120,213,"KKR","Rohit Sharma","Feroz Shah Kotla"
625,2015,"Hyderabad","Sunrisers Hyderabad","RCB","Rajasthan Royals","Bat",175,140,"Sunrisers Hyderabad","Andre Russell","Rajiv Gandhi Stadium"
626,2024,"Bangalore","RCB","Rajasthan Royals","Mumbai Indians","Bat",207,137,"RCB","KL Rahul","Chinnaswamy Stadium"
627,2023,"Mumbai","Delhi Capitals","RCB","Mumbai Indians","Bat",156,149,"Delhi Capitals","KL Rahul","Wankhede Stadium"
628,2015,"Chennai","Mumbai Indians","Punjab Kings","Delhi Capitals","Bat",216,140,"Mumbai Indians","Hardik Pandya","Rajiv Gandhi Stadium"
629,2022,"Jaipur","Rajasthan Royals","Mumbai Indians","Sunrisers Hyderabad","Bat",196,136,"Rajasthan Royals","KL Rahul","Wankhede Stadium"
630,2016,"Bangalore","RCB","Chennai Super Kings","Rajasthan Royals","Bat",219,183,"RCB","David Warner","Eden Gardens"
631,2021,"Mohali","Rajasthan Royals","Mumbai Indians","Sunrisers Hyderabad","Bat",133,171,"Mumbai Indians","AB de Villiers","Rajiv Gandhi Stadium"
632,2019,"Mumbai","Sunrisers Hyderabad","Delhi Capitals","KKR","Bat",159,218,"Delhi Capitals","AB de Villiers","Chepauk Stadium"
633,2019,"Hyderabad","RCB","Sunrisers Hyderabad","Chennai Super Kings","Bat",209,179,"RCB","Andre Russell","Wankhede Stadium"
634,2019,"Bangalore","Chennai Super Kings","RCB","KKR","Field",197,126,"Chennai Super Kings","Rohit Sharma","Eden Gardens"
635,2023,"Chennai","Delhi Capitals","Rajasthan Royals","Punjab Kings","Field",193,175,"Delhi Capitals","AB de Villiers","Chepauk Stadium"
636,2024,"Mohali","Mumbai Indians","Sunrisers Hyderabad","Rajasthan Royals","Field",187,140,"Mumbai Indians","AB de Villiers","Chepauk Stadium"
637,2023,"Bangalore","Rajasthan Royals","Sunrisers Hyderabad","Punjab Kings","Bat",202,191,"Rajasthan Royals","KL Rahul","Feroz Shah Kotla"
638,2017,"Bangalore","Punjab Kings","RCB","Rajasthan Royals","Field",121,212,"RCB","KL Rahul","Wankhede Stadium"
639,2016,"Mumbai","Sunrisers Hyderabad","Punjab Kings","Punjab Kings","Bat",174,168,"Sunrisers Hyderabad","AB de Villiers","Chinnaswamy Stadium"
640,2017,"Delhi","KKR","Delhi Capitals","Punjab Kings","Bat",128,156,"Delhi Capitals","David Warner","Rajiv Gandhi Stadium"
641,2015,"Bangalore","Punjab Kings","Delhi Capitals","Punjab Kings","Bat",120,127,"Delhi Capitals","Virat Kohli","Feroz Shah Kotla"
642,2020,"Jaipur","Sunrisers Hyderabad","Mumbai Indians","RCB","Bat",168,211,"Mumbai Indians","AB de Villiers","Chepauk Stadium"
643,2021,"Mumbai","Rajasthan Royals","Mumbai Indians","Sunrisers Hyderabad","Bat",195,126,"Rajasthan Royals","KL Rahul","Eden Gardens"
644,2018,"Kolkata","KKR","Delhi Capitals","Mumbai Indians","Field",138,204,"Delhi Capitals","Andre Russell","Feroz Shah Kotla"
645,2015,"Delhi","Sunrisers Hyderabad","Punjab Kings","RCB","Field",160,206,"Punjab Kings","MS Dhoni","Chinnaswamy Stadium"
646,2023,"Mumbai","Mumbai Indians","KKR","Sunrisers Hyderabad","Bat",127,207,"KKR","David Warner","Chepauk Stadium"
647,2023,"Jaipur","RCB","Chennai Super Kings","Chennai Super Kings","Bat",199,193,"RCB","MS Dhoni","Feroz Shah Kotla"
648,2021,"Jaipur","KKR","Mumbai Indians","Delhi Capitals","Bat",135,170,"Mumbai Indians","MS Dhoni","Rajiv Gandhi Stadium"
649,2022,"Mumbai","Rajasthan Royals","Chennai Super Kings","Delhi Capitals","Field",182,162,"Rajasthan Royals","MS Dhoni","Eden Gardens"
650,2022,"Chennai","KKR","Chennai Super Kings","Sunrisers Hyderabad","Bat",167,167,"Chennai Super Kings","Virat Kohli","Rajiv Gandhi Stadium"
651,2021,"Kolkata","Mumbai Indians","RCB","KKR","Field",142,212,"RCB","David Warner","Feroz Shah Kotla"
652,2020,"Kolkata","Delhi Capitals","Chennai Super Kings","Delhi Capitals","Bat",203,143,"Delhi Capitals","David Warner","Eden Gardens"
653,2023,"Mohali","RCB","Rajasthan Royals","KKR","Bat",220,153,"RCB","MS Dhoni","Rajiv Gandhi Stadium"
654,2024,"Kolkata","Rajasthan Royals","Delhi Capitals","Rajasthan Royals","Field",155,123,"Rajasthan Royals","Rohit Sharma","Wankhede Stadium"
655,2020,"Chennai","KKR","Delhi Capitals","Sunrisers Hyderabad","Field",212,126,"KKR","Rohit Sharma","Feroz Shah Kotla"
656,2017,"Bangalore","Chennai Super Kings","Punjab Kings","Delhi Capitals","Bat",166,159,"Chennai Super Kings","AB de Villiers","Wankhede Stadium"
657,2018,"Jaipur","Punjab Kings","KKR","RCB","Field",186,203,"KKR","AB de Villiers","Wankhede Stadium"
658,2015,"Mumbai","Sunrisers Hyderabad","Rajasthan Royals","Mumbai Indians","Bat",125,200,"Rajasthan Royals","Andre Russell","Chinnaswamy Stadium"
659,2018,"Kolkata","Rajasthan Royals","Punjab Kings","Punjab Kings","Field",203,122,"Rajasthan Royals","Andre Russell","Eden Gardens"
660,2023,"Bangalore","Punjab Kings","Delhi Capitals","Chennai Super Kings","Field",151,204,"Delhi Capitals","Rohit Sharma","Wankhede Stadium"
661,2017,"Mohali","Rajasthan Royals","Rajasthan Royals","RCB","Bat",130,215,"Rajasthan Royals","Virat Kohli","Wankhede Stadium"
662,2019,"Mohali","RCB","Chennai Super Kings","KKR","Field",129,204,"Chennai Super Kings","Andre Russell","Eden Gardens"
663,2020,"Mumbai","Chennai Super Kings","Mumbai Indians","Sunrisers Hyderabad","Field",176,147,"Chennai Super Kings","AB de Villiers","Rajiv Gandhi Stadium"
664,2016,"Chennai","RCB","Rajasthan Royals","Rajasthan Royals","Field",189,190,"Rajasthan Royals","Rohit Sharma","Feroz Shah Kotla"
665,2018,"Hyderabad","RCB","Mumbai Indians","Delhi Capitals","Bat",163,156,"RCB","KL Rahul","Wankhede Stadium"
666,2024,"Delhi","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","Field",138,170,"Chennai Super Kings","KL Rahul","Eden Gardens"
667,2017,"Mumbai","Rajasthan Royals","Chennai Super Kings","RCB","Field",165,123,"Rajasthan Royals","MS Dhoni","Wankhede Stadium"
668,2018,"Mohali","Delhi Capitals","KKR","Rajasthan Royals","Field",151,188,"KKR","Virat Kohli","Feroz Shah Kotla"
669,2024,"Bangalore","Punjab Kings","Sunrisers Hyderabad","Chennai Super Kings","Field",197,212,"Sunrisers Hyderabad","Andre Russell","Feroz Shah Kotla"
670,2019,"Delhi","KKR","Sunrisers Hyderabad","Mumbai Indians","Field",133,183,"Sunrisers Hyderabad","David Warner","Chinnaswamy Stadium"
671,2024,"Kolkata","KKR","Mumbai Indians","Chennai Super Kings","Bat",178,183,"Mumbai Indians","Hardik Pandya","Feroz Shah Kotla"
672,2023,"Mumbai","Delhi Capitals","Mumbai Indians","Punjab Kings","Bat",202,162,"Delhi Capitals","AB de Villiers","Chepauk Stadium"
673,2024,"Mumbai","Rajasthan Royals","KKR","Punjab Kings","Field",144,133,"Rajasthan Royals","Rohit Sharma","Wankhede Stadium"
674,2023,"Kolkata","RCB","KKR","Chennai Super Kings","Bat",134,220,"KKR","AB de Villiers","Feroz Shah Kotla"
675,2022,"Mohali","Chennai Super Kings","Rajasthan Royals","Chennai Super Kings","Bat",171,125,"Chennai Super Kings","David Warner","Eden Gardens"
676,2022,"Mumbai","Sunrisers Hyderabad","Mumbai Indians","KKR","Field",167,131,"Sunrisers Hyderabad","Hardik Pandya","Chinnaswamy Stadium"
677,2021,"Chennai","KKR","RCB","Rajasthan Royals","Bat",172,178,"RCB","AB de Villiers","Chinnaswamy Stadium"
678,2018,"Mumbai","Punjab Kings","Chennai Super Kings","Chennai Super Kings","Field",160,139,"Punjab Kings","KL Rahul","Wankhede Stadium"
679,2020,"Hyderabad","Delhi Capitals","RCB","KKR","Bat",175,163,"Delhi Capitals","KL Rahul","Rajiv Gandhi Stadium"
680,2016,"Bangalore","Chennai Super Kings","Rajasthan Royals","Mumbai Indians","Bat",175,149,"Chennai Super Kings","Rohit Sharma","Wankhede Stadium"
681,2016,"Kolkata","Rajasthan Royals","RCB","Rajasthan Royals","Bat",208,123,"Rajasthan Royals","AB de Villiers","Eden Gardens"
682,2018,"Jaipur","RCB","Delhi Capitals","Chennai Super Kings","Field",156,209,"Delhi Capitals","KL Rahul","Rajiv Gandhi Stadium"
683,2020,"Mohali","RCB","Sunrisers Hyderabad","Delhi Capitals","Field",126,160,"Sunrisers Hyderabad","MS Dhoni","Rajiv Gandhi Stadium"
684,2021,"Mohali","Punjab Kings","Mumbai Indians","Delhi Capitals","Bat",204,213,"Mumbai Indians","KL Rahul","Feroz Shah Kotla"
685,2024,"Bangalore","Mumbai Indians","Sunrisers Hyderabad","RCB","Field",137,193,"Sunrisers Hyderabad","AB de Villiers","Feroz Shah Kotla"
686,2019,"Jaipur","Punjab Kings","Delhi Capitals","Chennai Super Kings","Bat",145,184,"Delhi Capitals","Rohit Sharma","Wankhede Stadium"
687,2015,"Mumbai","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","Field",154,193,"Chennai Super Kings","Virat Kohli","Chepauk Stadium"
688,2017,"Chennai","RCB","Delhi Capitals","Rajasthan Royals","Bat",217,192,"RCB","MS Dhoni","Rajiv Gandhi Stadium"
689,2017,"Chennai","Chennai Super Kings","Punjab Kings","RCB","Bat",177,129,"Chennai Super Kings","AB de Villiers","Rajiv Gandhi Stadium"
690,2019,"Mohali","RCB","Chennai Super Kings","Rajasthan Royals","Bat",176,187,"Chennai Super Kings","David Warner","Wankhede Stadium"
691,2019,"Delhi","Sunrisers Hyderabad","Mumbai Indians","Rajasthan Royals","Field",142,143,"Mumbai Indians","AB de Villiers","Chinnaswamy Stadium"
692,2019,"Jaipur","RCB","KKR","KKR","Bat",127,126,"RCB","Hardik Pandya","Feroz Shah Kotla"
693,2022,"Mumbai","Mumbai Indians","Delhi Capitals","Delhi Capitals","Field",130,197,"Delhi Capitals","MS Dhoni","Rajiv Gandhi Stadium"
694,2017,"Kolkata","Punjab Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","Field",193,169,"Punjab Kings","MS Dhoni","Eden Gardens"
695,2022,"Delhi","Chennai Super Kings","KKR","Sunrisers Hyderabad","Field",123,185,"KKR","AB de Villiers","Chepauk Stadium"
696,2024,"Chennai","Chennai Super Kings","Delhi Capitals","Delhi Capitals","Bat",172,142,"Chennai Super Kings","Andre Russell","Feroz Shah Kotla"
697,2018,"Hyderabad","Sunrisers Hyderabad","Rajasthan Royals","Mumbai Indians","Bat",120,129,"Rajasthan Royals","David Warner","Wankhede Stadium"
698,2017,"Kolkata","Sunrisers Hyderabad","Punjab Kings","Punjab Kings","Bat",146,164,"Punjab Kings","David Warner","Chinnaswamy Stadium"
699,2019,"Jaipur","Chennai Super Kings","Delhi Capitals","Mumbai Indians","Bat",151,173,"Delhi Capitals","AB de Villiers","Chinnaswamy Stadium"
700,2022,"Chennai","KKR","Mumbai Indians","RCB","Field",140,159,"Mumbai Indians","David Warner","Feroz Shah Kotla"
701,2015,"Delhi","Punjab Kings","Chennai Super Kings","Rajasthan Royals","Bat",178,184,"Chennai Super Kings","MS Dhoni","Chepauk Stadium"
702,2024,"Hyderabad","Mumbai Indians","Delhi Capitals","Delhi Capitals","Field",198,134,"Mumbai Indians","AB de Villiers","Feroz Shah Kotla"
703,2021,"Chennai","Delhi Capitals","RCB","Punjab Kings","Field",177,206,"RCB","AB de Villiers","Wankhede Stadium"
